ward,total,win_num,anc,da,reg
49400005,4073,3692,3692,127,7072
49400006,3741,3446,3446,118,6665
49400007,4354,3997,3997,119,7984
49400008,3762,3391,3391,151,8098
49400009,4573,4037,4037,219,8331
49400010,4414,4061,4061,113,7924
49400011,4221,3793,3793,160,7109
49400012,3777,3505,3505,118,7807
49400013,3661,3256,3256,139,6266
49400014,4829,4222,4222,249,8285
49400015,3813,3277,3277,230,7337
49400016,4474,2545,1690,2545,7464
49400017,3625,2437,2437,960,7705
49400018,5833,2754,2648,2754,10139
49400019,3125,1659,1659,1257,7985
49400020,5300,4288,705,4288,9278
49400021,3871,2889,655,2889,6125
49400022,5365,4511,485,4511,8774
49400023,4472,3545,549,3545,7892
49400024,5301,4587,333,4587,7531
49400025,6003,5195,454,5195,8492
49400026,4852,3780,622,3780,7910
49400027,3888,3585,3585,100,7174
49400028,4764,4169,4169,249,8421
49400029,3727,3266,3266,160,7313
49400030,3757,3047,3047,288,7108
49400031,3689,3075,3075,192,6995
49400032,3761,3089,3089,244,6889
49400033,3768,3177,3177,157,7148
49400034,4661,4074,4074,159,8372
49400035,4570,3963,3963,137,8649
49400036,3978,3711,3711,104,7095
49400037,3920,3483,3483,142,7161
49400038,3543,3055,3055,175,6288
49400039,3390,1954,1954,423,6514
49400040,3335,2408,2408,543,6724
49400041,3693,2983,2983,376,7253
49400042,3479,2902,2902,312,6468
49400043,4354,3238,3238,576,7821
49400044,5742,4425,902,4425,8975
49400045,4492,4070,4070,184,10378
49400046,2806,2473,2473,194,6963
49400047,3968,2228,2228,1529,7389
49400048,5962,4690,786,4690,9195
49400049,3351,2642,2642,307,6639
52101001,2771,1448,1448,0,4089
52101002,2404,1831,1831,0,3417
52101003,2513,1847,1847,0,3551
52101004,2894,1624,977,0,4398
52101005,2543,1532,1532,0,4154
52101006,3006,1774,1774,0,4564
52101007,2106,1525,1525,0,3288
52101008,2094,1356,1356,0,3325
52101009,2218,1488,1488,0,3469
52101010,2284,1836,1836,0,3584
52102001,2392,1754,1754,43,3449
52102002,3044,2454,2454,65,4281
52102003,2036,799,634,320,3726
52102004,1915,1235,1235,531,2784
52102005,2599,1327,1327,1130,4175
52102006,2057,1182,1182,222,4053
52102007,2131,1125,1125,745,3465
52102008,2695,2413,2413,36,4223
52102009,2563,2242,2242,58,3756
52102010,2712,1674,796,1674,4499
52103001,2124,1729,1729,18,3372
52103002,2336,1564,1564,87,3746
52103003,2032,1454,1454,96,3491
52103004,2465,1464,1464,14,3999
52103005,2664,1293,1293,76,4053
52103006,2159,1756,1756,17,3516
52103007,1954,1354,1354,11,3274
52103008,2149,1484,1484,12,3621
52103009,2014,1240,1240,8,3164
52103010,2441,1896,1896,33,4540
52103011,2061,1526,1526,14,3753
52103012,2688,1847,1847,15,4425
52103013,2244,1480,1480,17,3616
52103014,2194,1338,1338,8,3458
52103015,2691,1794,1794,15,4399
52103016,2381,1406,1406,48,3870
52103017,2457,1361,1361,23,3924
52103018,3092,1907,1907,53,4757
52103019,2638,1909,1909,14,4043
52104001,2948,1612,992,9,4138
52104002,2606,1338,1338,31,4041
52104003,2184,1593,1593,248,4395
52104004,2192,1012,1012,240,3237
52104005,2599,2223,2223,95,4031
52104006,2231,1442,1442,88,3271
52104007,2420,1857,1857,45,3660
52104008,2774,1999,1999,89,4010
52104009,2584,1995,1995,12,3836
52104010,2121,1169,1169,72,3200
52105001,2123,1296,1296,43,3499
52105002,2210,1391,1391,89,3553
52105003,3060,1980,1980,56,4362
52105004,2616,1839,1839,14,4210
52105005,2715,1977,1977,21,4195
52105006,2433,1702,1702,10,3524
52106001,2666,1531,1008,1531,4325
52106002,2497,1743,571,1743,4538
52106003,2378,1145,1145,977,4373
52106004,3107,2299,2299,24,4787
52106005,2706,2272,2272,34,4298
52106006,2465,1350,949,1350,4725
52106007,3535,3314,3314,20,4566
52106008,2737,2304,2304,16,3793
52106009,3348,3192,3192,25,4552
52106010,3160,2653,2653,55,4623
52106011,2538,1952,1952,333,3897
52106012,3019,1686,1143,1686,4906
52106013,2239,904,904,785,3726
52106014,2964,2399,2399,14,3984
52106015,2652,1907,1907,53,4058
52106016,2444,1773,544,1773,4062
52106017,2056,1066,768,1066,3760
52106018,2099,1193,756,1193,4029
52106019,2083,1737,245,1737,3535
52106020,3400,2989,2989,34,4992
52106021,2616,2057,2057,44,3953
52106022,2765,2457,2457,26,4155
52106023,2007,1894,1894,11,3870
52106024,2985,2491,2491,50,4291
52106025,2965,2138,2138,106,4226
52106026,3164,2835,2835,26,4933
52106027,2946,2783,2783,16,4477
52106028,3075,2914,2914,20,4684
52106029,3101,2632,2632,21,4511
52201001,2540,1878,1878,203,3702
52201002,2295,1712,1712,207,3852
52201003,2868,1317,1317,127,4296
52201004,2549,1473,1473,61,3944
52201005,2785,1889,1889,48,4296
52201006,2618,2146,2146,21,3560
52201007,2291,1124,1124,929,3516
52201008,2687,2081,2081,48,3777
52201009,2327,1521,1521,317,3721
52201010,2654,2559,2559,28,3852
52201011,2647,2180,2180,21,3687
52201012,2525,2303,2303,16,3582
52201013,2424,2071,2071,46,3755
52202001,2006,1196,1196,741,3317
52202002,1574,1139,399,1139,2849
52202003,2058,1003,1003,750,3319
52202004,2443,1878,1878,418,3784
52202005,3205,2546,575,2546,4088
52202006,2927,1924,917,1924,4167
52202007,2680,2133,498,2133,3798
52202008,2514,2327,2327,120,3968
52202009,2631,2134,2134,252,4036
52202010,2221,2085,2085,102,3158
52202011,2749,2588,2588,119,4075
52202012,3045,1917,1917,1048,4273
52203001,2739,2166,2166,482,4465
52203002,1676,992,992,520,3182
52203003,2580,2431,2431,68,3892
52203004,2629,1132,1132,112,4331
52204001,2303,2100,2100,25,3939
52204002,2617,2019,2019,85,4121
52204003,2626,2282,2282,43,4216
52204004,2153,1846,1846,103,3442
52205001,5525,3310,3310,161,7994
52205002,5264,3154,3154,206,7451
52205003,5793,4354,4354,75,7961
52205004,5722,4257,4257,120,7870
52205005,4934,4102,4102,84,7153
52205006,5034,4172,4172,167,7558
52205007,5932,3103,3103,66,8631
52205008,4710,2278,2278,79,6852
52205009,5001,2707,2707,92,7708
52205010,5100,4907,4907,94,7116
52205011,5070,4564,4564,155,7532
52205012,4216,3795,3795,213,6684
52205013,5039,4402,4402,295,7994
52205014,4484,4039,4039,130,7142
52205015,4679,4192,4192,167,7767
52205016,5027,4673,4673,112,7716
52205017,5109,4609,4609,170,8152
52205018,4523,4017,4017,279,7620
52205019,5085,4205,4205,137,8450
52205020,4546,4131,4131,80,6600
52205021,4294,3467,3467,91,6518
52205022,4324,3589,3589,112,7096
52205023,4650,4370,4370,77,7359
52205024,4038,2681,2681,1104,8045
52205025,4399,3961,335,3961,7106
52205026,4869,3604,1077,3604,8011
52205027,2987,1410,1355,1410,6940
52205028,4412,2696,1274,2696,7953
52205029,3731,3190,3190,152,8018
52205030,4948,2534,1872,2534,8481
52205031,3901,2241,1291,2241,7803
52205032,4016,1771,1771,1627,7017
52205033,3716,2028,1468,2028,7590
52205034,4665,3154,3154,1264,8260
52205035,5114,3492,3492,1368,8487
52205036,4598,3596,821,3596,7750
52205037,5163,2497,2393,2497,8323
52206001,3733,2457,2457,81,4882
52206002,3618,1530,1530,67,4845
52206003,1950,1274,1274,476,3229
52206004,2767,1783,1783,547,4632
52206005,2268,1879,1879,21,3450
52206006,2293,1698,1698,120,3810
52206007,2467,1769,1769,14,4034
52207001,2044,1029,1029,604,3642
52207002,2512,2090,2090,43,3929
52207003,2367,1142,1142,192,3574
52207004,2245,1935,1935,109,3531
52207005,2843,2542,2542,25,4806
52207006,2235,1611,1611,55,3841
52207007,3399,2680,2680,43,5406
52302001,2713,2268,2268,9,3964
52302002,2266,1886,1886,16,3639
52302003,2380,1884,1884,31,3716
52302004,2064,1448,1448,13,3272
52302005,2582,2055,2055,65,3742
52302006,2539,1984,1984,65,3773
52302007,2276,1369,1369,49,3390
52302008,2010,1426,1426,34,3501
52302009,2490,2087,2087,22,3877
52302010,2256,1451,1451,459,4450
52302011,1668,972,375,972,3104
52302012,1850,1095,541,1095,3678
52302013,2442,1488,1488,56,3856
52302014,2667,1535,1535,38,4163
52302015,2629,1478,1478,22,3826
52302016,2341,1435,1435,39,3477
52302017,2411,1543,1543,15,3640
52302018,2181,1161,1161,9,3474
52302019,2523,1214,1214,18,4085
52302020,2249,1196,1196,435,3833
52302021,2394,1999,1999,16,3892
52302022,2178,1071,1071,843,3912
52302023,2335,1644,1644,19,3586
52302024,2052,1160,1160,69,3355
52302025,2176,1150,1150,167,3354
52302026,2050,1122,1122,68,3350
52302027,2489,1363,1363,20,3841
52303001,2530,978,978,24,4103
52303002,2526,948,824,32,4217
52303003,2561,1012,827,27,4127
52303004,2684,1022,832,19,4238
52303005,2811,1741,1741,54,4357
52303006,2374,928,572,52,3644
52303007,2407,999,657,218,3615
52303008,2976,1311,671,28,4445
52303009,2776,1402,407,55,3943
52303010,2815,1920,506,18,4021
52304001,3042,2584,2584,22,4124
52304002,2495,892,720,8,3501
52304003,2696,1309,1309,694,4036
52304004,2319,1315,1315,788,4009
52304005,2762,1275,799,20,3721
52304006,2378,1125,1125,58,3541
52304007,2910,1693,619,130,4309
52304008,2587,970,970,57,3640
52304009,2919,1586,1586,24,3955
52305001,2216,1074,1074,201,3590
52305002,2803,1060,1044,42,4295
52305003,2325,960,960,14,3467
52305004,2251,836,836,26,3520
52305005,2252,916,809,38,3832
52305006,2459,1106,1106,46,3882
52305007,2103,920,920,49,3547
52305008,2156,952,795,24,3654
52305009,2233,778,736,32,3765
52305010,2474,1626,1626,51,3837
52305011,2763,1821,1821,107,4264
52305012,2414,1159,1159,257,3708
52305013,2560,1339,1339,63,4213
52305014,2532,901,901,250,3726
52306001,2334,1258,1258,111,3628
52306002,2514,1213,1213,44,4004
52306003,2656,1359,1359,14,3854
52306004,2505,1262,1262,23,3808
52306005,2221,1099,1099,28,3298
52306006,2626,1220,1220,32,3838
52306007,2672,1176,1081,29,3874
52306008,2202,1229,657,36,3247
52306009,2477,1029,1029,35,3745
52306010,2559,1334,1334,74,3960
52306011,2194,1329,1329,23,3348
52306012,2063,828,828,44,3319
52306013,2183,1466,1466,31,3320
52401001,1719,752,752,441,2550
52401002,2745,1441,899,1441,5150
52401003,2924,1695,1695,93,4861
52401004,2193,1151,1151,287,3968
52401005,2343,1765,1765,63,3903
52401006,2116,869,869,440,4068
52402001,2842,1360,1224,19,4551
52402002,2345,1209,784,25,3667
52402003,2445,1260,485,20,3928
52402004,2170,1500,440,11,3748
52402005,2350,1215,720,59,3793
52402006,1803,690,672,169,3032
52402007,2555,1258,1258,21,3955
52402008,2247,1130,782,23,3451
52402009,2317,802,696,21,4291
52402010,2682,1236,1236,31,4387
52402011,2540,1072,569,25,3873
52402012,2261,920,920,31,3634
52402013,2531,1724,1724,23,4058
52402014,2216,1156,1156,41,4189
52402015,2769,1217,1217,63,4202
52402016,2073,1155,1155,26,3400
52402017,2337,1336,1336,12,3617
52404001,2848,1789,591,33,4411
52404002,2578,1711,551,21,4131
52404003,2794,1489,1084,20,4028
52404004,2880,1397,1071,30,4399
52404005,2886,1228,1228,63,4372
52404006,2743,1977,651,14,4050
52404007,3082,1955,976,14,4489
52404008,2893,1973,836,7,4018
52404009,2153,1531,504,6,3385
52404010,2704,1276,1050,4,3928
52404011,3609,2363,651,19,3955
52404012,2465,1485,1485,11,3754
52404013,2432,1369,1016,7,3503
52404014,2475,1107,829,14,3573
52404015,2401,1007,1007,11,3570
52404016,2588,1746,437,3,3769
52404017,2831,1211,980,52,4258
52404018,2355,1363,811,9,3681
52404019,2575,1111,758,146,3793
52405001,2588,1061,1049,15,4045
52405002,2824,1520,1520,17,4369
52405003,3298,1611,1611,13,4815
52405004,2438,1711,576,64,3786
52405005,2396,1396,655,168,3998
52405006,2299,1012,518,13,3918
52405007,3300,2349,2349,38,4561
52405008,2776,1410,1020,47,4240
52405009,1858,948,948,357,3397
52405010,2145,1142,1142,498,3976
52405011,2239,1197,664,243,3359
52502001,3167,1838,1838,116,4959
52502002,3113,2245,535,2245,5436
52502003,2088,993,993,665,4250
52502004,2364,1293,720,1293,4337
52502005,2150,1068,1068,619,4465
52502006,4200,2068,2068,71,6242
52502007,4095,1693,1692,65,6441
52502008,2668,1625,1625,19,4149
52502009,2980,1508,1508,21,4912
52502010,3012,1684,1684,31,4856
52502011,2570,1665,1665,35,4235
52502012,2737,1350,1350,90,4401
52502013,2615,1303,1303,34,4072
52502014,2583,1438,1438,39,4917
52502015,2555,1330,1330,51,4178
52502016,3478,1742,1742,32,5563
52502017,2654,1617,1617,23,4017
52502018,3340,1797,1797,28,5341
52502019,2976,1650,1650,36,5001
52502020,3969,2407,2407,36,5955
52502021,3097,2107,2107,106,5191
52502022,2629,1785,1785,19,4495
52502023,2777,1773,1773,47,4466
52502024,2583,1554,1554,20,4405
52502025,2746,1265,1265,969,4600
52502026,2015,1168,1168,16,3721
52502027,3317,1958,1958,27,5411
52502028,2300,1366,1366,43,4251
52502029,2682,1499,1499,32,4675
52502030,3385,1872,1872,47,5410
52502031,2498,1248,1248,117,4784
52503001,2019,757,757,86,3289
52503002,1559,556,556,350,2781
52503003,1705,691,691,84,2860
52503004,1838,856,856,88,2657
52504001,2275,1174,1174,130,3945
52504002,2058,762,762,214,3552
52504003,2107,939,939,23,3476
52504004,2423,1014,1014,34,3964
52504005,2017,1146,1146,39,3517
52504006,2173,1104,1104,23,3570
52504007,2020,899,899,26,3336
52504008,2448,1204,1204,60,3998
52504009,2306,1286,1286,55,3322
52504010,2444,1430,1430,145,3729
52504011,2507,1118,1118,39,4136
52601001,2898,1709,742,152,4493
52601002,2305,1282,579,54,3987
52601003,2858,1253,1253,346,4685
52601004,2892,1221,1221,37,4611
52601005,2483,1647,413,38,3898
52601006,2129,1207,388,75,3496
52601007,1984,975,485,67,3178
52601008,2524,1361,433,92,3926
52602001,2368,923,566,31,3680
52602002,2340,1488,1488,18,3795
52602003,2264,747,598,178,3442
52602004,2455,1132,833,43,3750
52602005,2305,1121,902,47,3751
52602006,2238,1187,470,187,3433
52602007,2423,1052,1052,14,4248
52602008,1991,818,385,10,3291
52602009,2457,1198,1198,55,3935
52602010,2356,1499,1499,35,3589
52602011,2134,900,900,541,3737
52602012,2221,920,883,25,3797
52602013,2195,1002,1002,8,3374
52602014,2162,958,958,202,3986
52603001,2500,979,840,71,3788
52603002,2421,1257,468,42,4182
52603003,2527,1191,814,24,4066
52603004,2282,1348,611,41,3727
52603005,2423,1416,1416,58,4008
52603006,2529,1119,1119,24,4038
52603007,2852,1099,1099,101,4608
52603008,1594,847,339,847,3082
52603009,2040,1248,423,1248,3593
52603010,1566,1059,1059,20,2924
52603011,2298,928,928,418,4280
52603012,2029,986,645,69,3521
52603013,2550,1473,1473,32,4145
52603014,2224,1063,709,40,3376
52603015,2161,1019,375,20,3389
52603016,2009,1069,1069,56,3542
52603017,2761,1107,875,38,4215
52603018,1922,946,946,14,3073
52603019,2291,1154,590,107,3753
52603020,2695,1329,1329,31,4770
52603021,2810,1141,1133,27,4331
52603022,2368,1246,1246,156,3720
52605001,2630,1544,297,8,4179
52605002,2636,1190,305,28,4020
52605003,2854,1259,454,17,4396
52605004,3219,1734,505,53,4741
52605005,2445,1183,207,13,3880
52605006,1965,914,413,24,3318
52605007,2379,1000,333,19,3741
52605008,2566,984,648,9,3891
52605009,2708,1504,461,27,4225
52605010,2704,1448,454,3,3906
52605011,2764,1273,332,23,4028
52605012,2619,1176,438,20,3884
52605013,2409,1033,286,11,3546
52605014,2692,1270,349,14,4040
52605015,2481,1872,220,7,3687
52605016,2577,1209,353,9,4012
52605017,2530,1321,248,12,3782
52605018,2905,1355,296,26,4379
52605019,1376,608,344,5,3054
52605020,2173,1176,331,44,3496
52605021,2156,1070,161,8,3347
52606001,2137,1629,173,4,3488
52606002,2441,2081,96,22,3550
52606003,2025,1379,257,6,3097
52606004,2581,1943,183,55,3942
52606005,2280,1608,136,13,3304
52606006,2406,1873,127,16,3773
52606007,2344,1387,122,6,3557
52606008,2531,1656,152,6,3891
52606009,2296,1461,249,11,3577
52606010,2377,1575,94,11,3575
52606011,2517,1526,315,9,3783
52606012,1520,664,298,4,2792
52606013,2245,1022,469,8,3435
52606014,2610,1497,186,15,3664
52606015,2797,1204,441,14,3904
52606016,2105,1045,667,31,3334
52606017,2523,1398,335,4,3859
52606018,1948,971,250,10,3310
52606019,1904,807,287,19,3068
52606020,2524,1371,145,12,3706
52606021,2097,1013,120,4,3312
52606022,2120,839,667,4,3588
52606023,2102,1054,462,12,3265
52606024,2166,1123,238,3,3100
52701001,1472,1056,1056,8,2976
52701002,2777,1555,1555,7,4178
52701003,3452,2045,2045,12,4549
52701004,2405,1870,1870,24,4169
52701005,2442,1737,1737,4,4021
52701006,2834,2055,2055,31,4282
52701007,2215,1278,1278,12,3476
52701008,2588,1448,1448,19,4069
52701009,2589,1436,1436,17,4260
52701010,1878,1425,1425,20,3277
52701011,1929,1487,1487,17,3586
52701012,2008,1657,1657,15,3485
52701013,2328,1132,1132,28,3478
52701014,2412,891,891,87,3758
52701015,2699,1541,1541,9,4178
52701016,2576,1313,1313,7,3872
52701017,2381,2026,2026,10,3792
52702001,2013,920,766,11,3405
52702002,1967,875,781,27,3277
52702003,2450,1278,1278,5,3709
52702004,2040,975,476,6,3264
52702005,2615,1141,1141,26,3989
52702006,2354,1259,841,16,3640
52702007,2595,1493,1493,20,4184
52702008,2559,1443,1443,10,3896
52702009,2579,1115,1115,13,4205
52702010,3165,1744,1744,11,4621
52702011,2173,1125,1125,15,3618
52702012,2910,1405,1405,14,4245
52702013,2576,1573,1573,14,4046
52702014,2692,1543,1543,18,4280
52702015,2756,1449,1449,8,4160
52702016,2907,1591,1591,7,4479
52702017,2806,1659,1659,12,4360
52702018,2496,1717,1717,10,3916
52702019,1844,951,680,4,3844
52702020,2432,884,884,31,4005
52703001,2850,1711,1711,0,4402
52703002,2417,1021,836,0,3761
52703003,2021,870,870,0,3705
52703004,2883,1538,917,0,4371
52704001,1796,812,247,6,2729
52704002,2350,864,671,7,3774
52704003,2526,1553,514,9,3793
52704004,2530,1693,463,3,3594
52704005,2182,841,660,34,3292
52704006,2328,982,587,5,3467
52704007,2067,870,578,9,3457
52704008,2768,1356,1356,17,4193
52705001,2050,1328,1328,15,3943
52705002,2270,1253,1253,12,3913
52705003,2279,1473,1473,14,3854
52705004,2709,1017,1017,239,4880
52705005,1482,650,650,270,3436
52705006,2968,1528,1528,23,4981
52705007,2098,1565,348,5,3313
52705008,2614,1306,1306,8,4004
52705009,2215,1185,772,12,3437
52705010,2419,1007,901,15,4033
52705011,2467,1275,1031,4,3980
52705012,2730,1251,954,10,4282
52705013,1186,693,693,5,1929
52705014,2201,1026,1026,8,3716
52705015,2106,861,861,68,3723
52705016,2567,1131,828,5,3952
52705017,2105,1006,587,9,3469
52705018,2456,957,840,47,4119
52705019,2816,1806,322,21,4403
52801001,2427,1256,1256,21,3385
52801002,1912,896,896,298,3344
52801003,2408,1790,1790,28,3211
52801004,2424,1694,1694,16,3436
52801005,2823,1991,1991,49,3510
52801006,3392,2012,2012,59,5283
52801007,2604,1430,1430,19,3714
52801008,3214,1821,1821,18,4546
52801009,2941,1172,1169,27,4282
52801010,2073,1266,589,10,3384
52801011,2707,1625,1625,19,4039
52801012,2998,1444,1392,9,4207
52801013,2137,1154,800,21,3258
52801014,3166,2605,2605,43,5010
52801015,3043,1400,1011,11,4532
52802001,4017,1626,1418,1626,7034
52802002,2247,1123,747,1123,4306
52802003,2322,1707,275,1707,4365
52802004,3123,1740,1740,672,5266
52802005,3149,1359,1359,85,5074
52802006,3043,1517,1517,34,4961
52802007,2309,1045,1045,19,4684
52802008,2604,1141,1141,31,4547
52802009,3112,1511,1511,1021,5277
52802010,2874,1841,1841,40,4911
52802011,3002,1970,1970,17,4569
52802012,3516,2852,2852,62,5727
52802013,3694,2452,2452,90,4918
52802014,3391,2906,2906,59,5464
52802015,3358,2319,2319,27,5457
52802016,2884,2181,2181,55,5368
52802017,2501,2078,2078,37,4475
52802018,4348,3190,3190,37,5911
52802019,3445,2771,2771,59,5728
52802020,3303,2576,2576,37,5433
52802021,2256,1821,1821,12,4093
52802022,2683,2175,2175,30,4956
52802023,2685,1154,1038,1154,5276
52802024,3730,2507,2507,304,6985
52802025,2755,1663,1663,13,4224
52802026,2876,1229,1229,591,5234
52802027,2723,1936,1936,24,5130
52802028,2271,1574,1574,17,4245
52802029,3769,2201,2201,30,5241
52802030,2320,1589,1589,47,5685
52803001,2126,829,498,0,3420
52803002,2697,1118,1118,0,4308
52803003,2131,802,627,0,3561
52803004,2171,1021,700,0,3618
52803005,3078,1776,1776,0,4434
52803006,2921,1282,1282,0,4432
52803007,2770,1656,1656,0,4260
52803008,3089,1640,1640,0,4416
52804001,1962,805,805,14,3184
52804002,2344,944,888,24,3843
52804003,2009,713,696,14,3291
52804004,2288,839,839,25,3681
52804005,2257,1271,1271,17,3807
52804006,2238,1213,1213,20,3576
52804007,2003,911,911,85,3381
52804008,2397,1153,921,21,3813
52804009,2184,1066,725,25,3506
52804010,2678,1436,1436,23,4222
52804011,2213,968,968,325,4213
52804012,2143,1592,1592,21,3784
52804013,2588,1732,1732,16,4172
52804014,2599,1037,934,32,3987
52804015,2440,1222,1222,17,3861
52804016,2717,1312,1173,14,4292
52804017,2213,1324,1324,18,3557
52804018,1676,754,672,118,3130
52804019,1696,605,605,563,3161
52804020,2702,1623,1623,36,4004
52804021,2841,1219,1219,26,3964
52804022,2250,936,936,22,3582
52804023,2481,834,834,33,3825
52804024,2752,1311,928,22,3838
52804025,2548,1064,1064,17,3727
52804026,2170,915,915,40,3326
52805001,2222,907,849,73,4165
52805002,1809,889,557,10,3151
52805003,2491,1140,1140,39,4059
52805004,2175,1451,454,28,3361
52805005,2658,1374,1374,20,4162
52805006,2446,1363,1363,43,3833
52806001,2448,1263,861,0,4008
52806002,1902,1098,546,0,3084
52806003,1991,1217,547,0,3235
52806004,2053,1029,1029,0,3366
52806005,2370,1201,1201,0,3773
52806006,2379,1209,685,0,3664
52806007,2100,1015,1015,0,3317
52806008,1862,1167,510,0,3381
52806009,1923,907,866,0,3232
52806010,2152,1045,781,0,3610
52806011,1990,905,905,0,3101
52806012,2273,1322,860,0,3671
52806013,2364,1286,1286,0,3892
52806014,2300,1228,1228,0,3908
52901001,2628,976,862,8,3789
52901002,2308,1321,1321,17,3658
52901003,2468,1414,1414,506,4254
52901004,2325,1590,1590,323,3769
52901005,2201,1288,1288,14,3606
52901006,2184,1541,1541,8,3388
52901007,2085,1283,1283,15,3731
52901008,2496,1605,1605,10,4021
52901009,2401,1547,1547,10,3826
52901010,1977,1567,1567,24,3495
52901011,2966,2293,2293,11,4401
52901012,2292,1613,1613,35,3701
52901013,1408,1012,1012,31,2864
52901014,1884,1272,1272,29,3479
52901015,1739,1320,1320,19,3324
52901016,2350,1752,1752,13,3884
52901017,1170,848,848,8,3207
52902001,2096,1861,1861,79,3198
52902002,3020,2240,2240,329,4468
52902003,2195,1390,1390,514,3806
52902004,2477,1924,1924,160,4084
52902005,2444,1223,1175,13,3163
52902006,2586,2182,250,2182,4232
52902007,2498,2120,2120,96,3728
52902008,2154,1928,1928,111,3797
52902009,2099,1754,1754,20,3534
52902010,3190,2919,2919,20,4759
52902011,2425,1908,1908,341,3489
52902012,2785,2456,2456,35,4299
52902013,2748,1060,1060,842,4923
52902014,2576,2321,2321,18,3875
52902015,2666,1738,1738,130,4222
52902016,2153,831,575,831,4066
52902017,2034,1006,704,1006,3844
52902018,2564,2320,2320,11,3893
52902019,2347,1249,1249,670,4373
52902020,1596,1210,1210,177,2684
52902021,1945,1635,1635,85,3261
52902022,3197,1623,1391,1623,4412
52902023,2715,2198,2198,40,4071
52902024,2504,2262,2262,23,3683
52902025,2175,1632,1632,26,3319
52902026,1878,1223,1223,22,2687
52902027,2191,1838,1838,63,3370
52903001,1819,1360,1360,117,3118
52903002,2096,1232,1232,29,3340
52903003,1793,1472,1472,82,3134
52903004,1821,1332,1332,3,2973
52903005,1669,936,936,10,2882
52903006,2270,1660,1660,11,3609
52903007,1921,1174,1174,6,2953
52903008,1881,1259,1259,33,2944
52903009,2177,1229,1229,13,3539
52903010,2317,1557,1557,19,3309
52903011,2847,1946,1946,20,3983
52903012,2943,2516,2516,33,3941
52903013,2130,1400,1400,43,3394
52903014,2257,1524,1524,44,3428
52903015,2018,1080,1080,16,3443
52903016,2469,1460,1460,28,2844
52903017,2256,1669,1669,32,3668
52903018,2019,1278,1278,46,3424
52903019,2462,1469,1469,43,3963
52904001,2515,1268,1268,41,4161
52904002,2437,1618,681,9,3751
52904003,2178,1034,1034,21,3473
52904004,3122,1549,1549,19,4523
52904005,2440,1278,1278,5,3739
52904006,2152,1056,1056,9,3579
52904007,2137,1396,1396,5,3403
52904008,2963,1933,1933,10,4618
52904009,2856,1804,1804,6,4320
52904010,2381,1474,1474,17,3746
52904011,2276,1327,1327,13,3710
54301001,2564,1550,1550,59,3979
54301002,2839,1751,1751,17,3980
54301003,2839,2200,2200,156,4191
54301004,2719,1698,1698,22,3879
54301005,2597,2085,2085,135,4069
54301006,2715,2414,2414,55,4322
54301007,2436,1798,1798,13,3702
54301008,2506,1979,1979,36,4142
54301009,2357,1694,1694,155,4053
54301010,2446,2040,2040,22,4064
54301011,2447,1379,1379,106,3756
54302001,1149,957,957,46,1747
54302002,1091,644,644,355,1726
54302003,1425,763,763,498,2494
54302004,570,436,436,96,992
54303001,3206,2613,2613,193,5900
54303002,2327,1498,1498,255,3904
54303003,2049,1001,1001,815,4418
54303004,2984,1956,1956,703,5899
54303005,1752,1201,1201,362,3323
54303006,2768,1921,1921,499,4406
54303007,2583,1937,1937,232,4687
54303008,2738,2274,2274,119,4312
54304001,2125,1705,1705,48,3160
54304002,1645,1198,1198,348,3203
54304003,2757,1994,1994,35,4348
54304004,2174,1670,1670,227,3758
54304005,2223,1118,1118,18,3474
54304006,2258,1881,1881,22,3714
54304007,2080,1213,1213,27,3639
54304008,2463,1884,1884,54,4154
54304009,2281,1813,1813,90,3825
54304010,2101,1601,1601,30,3657
54304011,2285,2033,2033,123,3639
54304012,2750,2000,2000,43,4645
54305001,2596,2098,2098,13,3987
54305002,2549,2319,2319,15,4104
54305003,2050,1925,1925,14,3492
54305004,2325,1743,1743,61,3874
54305005,2636,2489,2489,5,4032
54305006,2522,2439,2439,3,3825
54305007,2390,2160,2160,89,3927
54305008,2254,2038,2038,56,3521
54305009,2078,1979,1979,18,3353
54305010,2735,2593,2593,40,4269
54305011,1997,1850,1850,13,3407
54305012,2153,2023,2023,12,3535
54305013,2739,2517,2517,52,4361
54305014,2831,2556,2556,5,4437
54305015,2497,2106,2106,4,3886
54305016,1870,1626,1626,60,3848
54305017,2249,1911,1911,37,3622
54305018,2654,2433,2433,19,4178
54305019,2307,2114,2114,16,3745
54305020,2402,2202,2202,35,3889
59500001,8854,8367,8367,220,15364
59500002,9839,8730,8730,98,14295
59500003,12499,10641,10641,162,18225
59500004,11149,9472,9472,595,16370
59500005,10224,9111,9111,382,14650
59500006,9859,7957,7957,173,15237
59500007,8662,7282,7282,207,13437
59500008,10937,6669,6669,3584,16611
59500009,10899,6300,6300,3893,16231
59500010,11109,9636,1176,9636,16734
59500011,10153,6096,6096,2770,17941
59500012,8587,7320,7320,142,13790
59500013,11325,8859,8859,1341,18222
59500014,9334,7967,7967,209,14589
59500015,10965,8042,8042,469,17653
59500016,11311,7008,7008,3331,18252
59500017,9446,6230,6230,1719,15496
59500018,11625,8933,2130,8933,18774
59500019,12290,10463,10463,714,18747
59500020,10800,9199,9199,254,16631
59500021,10596,6916,6916,2801,16615
